path,label,img_name_no_ext,source_url,source_dataset,CAMID,filename,Taxonomic_Name,genus,species,md5
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/CAM009563_d.png,damaged,CAM009563_d,https://zenodo.org/record/2686762/files/CAM009563_d.JPG,heliconius_cambridge,CAM009563,CAM009563_d.JPG,Heliconius erato,Heliconius,Heliconius erato,3af57e0645889e50d42715e1c4a3ffc2
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/CAM008199_d.png,damaged,CAM008199_d,https://zenodo.org/record/2684906/files/CAM008199_d.JPG,heliconius_cambridge,CAM008199,CAM008199_d.JPG,Heliconius erato,Heliconius,Heliconius erato,640365d0e11b88a05712cf445fff0905
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/CAM008054_d.png,damaged,CAM008054_d,https://zenodo.org/record/2684906/files/CAM008054_d.JPG,heliconius_cambridge,CAM008054,CAM008054_d.JPG,Heliconius erato,Heliconius,Heliconius erato,1854b4d0e89a307e9da766fd40f114e5
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/CAM008577_d.png,damaged,CAM008577_d,https://zenodo.org/record/2686762/files/CAM008577_d.JPG,heliconius_cambridge,CAM008577,CAM008577_d.JPG,Heliconius erato,Heliconius,Heliconius erato,194eb971092e7f5d34aeae073e320962
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/19N0037_d.png,damaged,19N0037_d,https://zenodo.org/record/4288311/files/19N0037_d.JPG,heliconius_cambridge,19N0037,19N0037_d.JPG,Heliconius erato ssp. lativitta,Heliconius,Heliconius erato,1080040de0a2425bf9b372ecc28155ff
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/19N0016_d.png,damaged,19N0016_d,https://zenodo.org/record/4288311/files/19N0016_d.JPG,heliconius_cambridge,19N0016,19N0016_d.JPG,Heliconius erato ssp. lativitta,Heliconius,Heliconius erato,afecef5d0017673351da06c54040ac1a
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/19N1694_d.png,damaged,19N1694_d,https://zenodo.org/record/4288311/files/19N1694_d.JPG,heliconius_cambridge,19N1694,19N1694_d.JPG,Heliconius erato ssp. lativitta,Heliconius,Heliconius erato,7b4c64555432ff1010486088eef25b03
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/16N066_d.png,damaged,16N066_d,https://zenodo.org/record/4289223/files/16N066_d.JPG,heliconius_cambridge,16N066,16N066_d.JPG,Heliconius melpomene ssp. vulcanus,Heliconius,Heliconius melpomene,838a817775847174001cd4a037bc9398
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/19N0109_d.png,damaged,19N0109_d,https://zenodo.org/record/4288311/files/19N0109_d.JPG,heliconius_cambridge,19N0109,19N0109_d.JPG,Heliconius erato ssp. lativitta,Heliconius,Heliconius erato,2771b2c8eb0e78a2183e23fb0f5d82ae
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/19N0238_d.png,damaged,19N0238_d,https://zenodo.org/record/4288311/files/19N0238_d.JPG,heliconius_cambridge,19N0238,19N0238_d.JPG,Heliconius erato ssp. lativitta,Heliconius,Heliconius erato,3de1d8c1f5a0b2b1ad459c38218fba6c
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/CAM041088_d.png,damaged,CAM041088_d,https://zenodo.org/record/2714333/files/CAM041088_d.JPG,heliconius_cambridge,CAM041088,CAM041088_d.JPG,Heliconius erato ssp. lativitta,Heliconius,Heliconius erato,3c230afab4fae242b0a1d8773f3fd0db
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/19N0160_d.png,damaged,19N0160_d,https://zenodo.org/record/4288311/files/19N0160_d.JPG,heliconius_cambridge,19N0160,19N0160_d.JPG,Heliconius melpomene ssp. malleti,Heliconius,Heliconius melpomene,66dcb12a14d3c8b7c50015720baff8ec
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/19N0211_d.png,damaged,19N0211_d,https://zenodo.org/record/4288311/files/19N0211_d.JPG,heliconius_cambridge,19N0211,19N0211_d.JPG,Heliconius erato ssp. lativitta,Heliconius,Heliconius erato,b3824e3ce1ea92727dd6b8e35550f9e5
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/19N0657_d.png,damaged,19N0657_d,https://zenodo.org/record/4288311/files/19N0657_d.JPG,heliconius_cambridge,19N0657,19N0657_d.JPG,Heliconius melpomene ssp. malleti,Heliconius,Heliconius melpomene,dd98ea0cd79ebd53a0257e226f279822
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/15N149_d.png,damaged,15N149_d,https://zenodo.org/record/4289223/files/15N149_d.JPG,heliconius_cambridge,15N149,15N149_d.JPG,Heliconius erato ssp. venus,Heliconius,Heliconius erato,ea379395e67b76e2137aea34d40f34c7
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/CAM009511_d.png,damaged,CAM009511_d,https://zenodo.org/record/2686762/files/CAM009511_d.JPG,heliconius_cambridge,CAM009511,CAM009511_d.JPG,Heliconius erato,Heliconius,Heliconius erato,27d743438a9b3bd03cd5817e5da23ac3
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/CAM020840_d.png,damaged,CAM020840_d,https://zenodo.org/record/2813153/files/CAM020840_d.JPG,heliconius_cambridge,CAM020840,CAM020840_d.JPG,Heliconius erato ssp. lativitta,Heliconius,Heliconius erato,3021ebd08896479271a69ce8c3645e66
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/CAM008605_d.png,damaged,CAM008605_d,https://zenodo.org/record/2686762/files/CAM008605_d.JPG,heliconius_cambridge,CAM008605,CAM008605_d.JPG,Heliconius erato,Heliconius,Heliconius erato,4b145225d6461560f1bea77215bd9e72
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/19N0250_d.png,damaged,19N0250_d,https://zenodo.org/record/4288311/files/19N0250_d.JPG,heliconius_cambridge,19N0250,19N0250_d.JPG,Heliconius erato ssp. lativitta,Heliconius,Heliconius erato,72544ceb09dba064736c6d5cb2f46860
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/15N152_d.png,damaged,15N152_d,https://zenodo.org/record/4289223/files/15N152_d.JPG,heliconius_cambridge,15N152,15N152_d.JPG,Heliconius melpomene ssp. vulcanus,Heliconius,Heliconius melpomene,ee66f518ad15ffcb9c8e08cb138f292e
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/19N0264_d.png,damaged,19N0264_d,https://zenodo.org/record/4288311/files/19N0264_d.JPG,heliconius_cambridge,19N0264,19N0264_d.JPG,Heliconius erato ssp. lativitta,Heliconius,Heliconius erato,5310a9624673442491fa5ce2a92db895
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/15N194_d.png,damaged,15N194_d,https://zenodo.org/record/4289223/files/15N194_d.JPG,heliconius_cambridge,15N194,15N194_d.JPG,Heliconius erato ssp. venus,Heliconius,Heliconius erato,8b25509bbec345dce21b573f4916ffa1
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/19N0150_d.png,damaged,19N0150_d,https://zenodo.org/record/4288311/files/19N0150_d.JPG,heliconius_cambridge,19N0150,19N0150_d.JPG,Heliconius melpomene ssp. malleti,Heliconius,Heliconius melpomene,e2375f3e909b236a9e7f5e44e6bd924b
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/CAM017454_d_whitestandard.png,damaged,CAM017454_d_whitestandard,https://zenodo.org/record/1748277/files/CAM017454_d_whitestandard.JPG,heliconius_cambridge,CAM017454,CAM017454_d_whitestandard.JPG,Heliconius melpomene ssp. plesseni x malleti,Heliconius,Heliconius melpomene,c204ec62857d8338b510ed64050c92a1
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/CAM008258_d.png,damaged,CAM008258_d,https://zenodo.org/record/2684906/files/CAM008258_d.JPG,heliconius_cambridge,CAM008258,CAM008258_d.JPG,Heliconius melpomene,Heliconius,Heliconius melpomene,b36da7d09bdf85a83783d630dfd98966
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/CAM018280_d.png,damaged,CAM018280_d,https://zenodo.org/record/2702457/files/CAM018280_d.JPG,heliconius_cambridge,CAM018280,CAM018280_d.JPG,Heliconius erato,Heliconius,Heliconius erato,96e82f037c4d32a70a887c9afb8bcaa4
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/CAM041684_d.png,damaged,CAM041684_d,https://zenodo.org/record/4291095/files/CAM041684_d.JPG,heliconius_cambridge,CAM041684,CAM041684_d.JPG,Heliconius erato ssp. lativitta,Heliconius,Heliconius erato,5a9d7b91bc8c86d323cd86b88b82d29c
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/CAM020797_d.png,damaged,CAM020797_d,https://zenodo.org/record/2702457/files/CAM020797_d.jpg,heliconius_cambridge,CAM020797,CAM020797_d.jpg,Heliconius erato ssp. lativitta,Heliconius,Heliconius erato,49347a987b7374b200728e40379f9b8b
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/15N281_d.png,damaged,15N281_d,https://zenodo.org/record/4289223/files/15N281_d.JPG,heliconius_cambridge,15N281,15N281_d.JPG,Heliconius melpomene ssp. vulcanus,Heliconius,Heliconius melpomene,b4d66d0562b8faca38b73f82002758d5
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/CAM008615_d.png,damaged,CAM008615_d,https://zenodo.org/record/2686762/files/CAM008615_d.JPG,heliconius_cambridge,CAM008615,CAM008615_d.JPG,Heliconius erato,Heliconius,Heliconius erato,2d631fe2c8ea6ff8a56ba45f0faf4f69
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/CAM008616_d.png,damaged,CAM008616_d,https://zenodo.org/record/2686762/files/CAM008616_d.JPG,heliconius_cambridge,CAM008616,CAM008616_d.JPG,Heliconius erato,Heliconius,Heliconius erato,5fd8cc8d0e423c772df3bf7c812c0a81
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/CAM021046_d.png,damaged,CAM021046_d,https://zenodo.org/record/2702457/files/CAM021046_d.JPG,heliconius_cambridge,CAM021046,CAM021046_d.JPG,Heliconius erato,Heliconius,Heliconius erato,3c537053c939587a9de1577eb7ec354c
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/CAM017902_d.png,damaged,CAM017902_d,https://zenodo.org/record/3082688/files/CAM017902_d.JPG,heliconius_cambridge,CAM017902,CAM017902_d.JPG,Heliconius erato ssp. notabilis x lativitta,Heliconius,Heliconius erato,e961e1cc983e21f2e4c7275691ef11a1
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/19N0057_d.png,damaged,19N0057_d,https://zenodo.org/record/4288311/files/19N0057_d.JPG,heliconius_cambridge,19N0057,19N0057_d.JPG,Heliconius erato ssp. lativitta,Heliconius,Heliconius erato,894c921115e524936bd1035cf79d590b
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/19N0258_d.png,damaged,19N0258_d,https://zenodo.org/record/4288311/files/19N0258_d.JPG,heliconius_cambridge,19N0258,19N0258_d.JPG,Heliconius erato ssp. lativitta,Heliconius,Heliconius erato,0665ba45b6d591c3cf84e670b91ec09f
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/19N0528_d.png,damaged,19N0528_d,https://zenodo.org/record/4288311/files/19N0528_d.JPG,heliconius_cambridge,19N0528,19N0528_d.JPG,Heliconius melpomene ssp. malleti,Heliconius,Heliconius melpomene,a265bd893e2b91cff70199930754106c
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/CAM017008_d.png,damaged,CAM017008_d,https://zenodo.org/record/3082688/files/CAM017008_d.JPG,heliconius_cambridge,CAM017008,CAM017008_d.JPG,Heliconius erato ssp. lativitta,Heliconius,Heliconius erato,cc44d38186754c25044e9487f7a8cb22
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/CAM001440_d.png,damaged,CAM001440_d,https://zenodo.org/record/2682669/files/CAM001440_d.JPG,heliconius_cambridge,CAM001440,CAM001440_d.JPG,Heliconius erato,Heliconius,Heliconius erato,d6c4d7060813f8c6b64aa3043c597f3b
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/19N0000_d.png,damaged,19N0000_d,https://zenodo.org/record/4288311/files/19N0000_d.JPG,heliconius_cambridge,19N0000,19N0000_d.JPG,Heliconius melpomene ssp. malleti,Heliconius,Heliconius melpomene,33187605d9ab121a2d2e7b38c09a2b97
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/19N0005_d.png,damaged,19N0005_d,https://zenodo.org/record/4288311/files/19N0005_d.JPG,heliconius_cambridge,19N0005,19N0005_d.JPG,Heliconius erato ssp. lativitta,Heliconius,Heliconius erato,1bf4f4704bd376655304588378a81ad3
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/CAM018286_d.png,damaged,CAM018286_d,https://zenodo.org/record/2702457/files/CAM018286_d.JPG,heliconius_cambridge,CAM018286,CAM018286_d.JPG,Heliconius erato ssp. notabilis x lativitta,Heliconius,Heliconius erato,b6f20473fcf497de15e60c363cb71277
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/CAM018304_d.png,damaged,CAM018304_d,https://zenodo.org/record/2702457/files/CAM018304_d.JPG,heliconius_cambridge,CAM018304,CAM018304_d.JPG,Heliconius erato ssp. notabilis x lativitta,Heliconius,Heliconius erato,0b4563426a7ecc35c058967c3fc6abf2
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/19N0282_d.png,damaged,19N0282_d,https://zenodo.org/record/4288311/files/19N0282_d.JPG,heliconius_cambridge,19N0282,19N0282_d.JPG,Heliconius erato ssp. lativitta,Heliconius,Heliconius erato,cc4c35e134ea279a1f2730dd59fc451f
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/CAM040124_d.png,damaged,CAM040124_d,https://zenodo.org/record/2707828/files/CAM040124_d.JPG,heliconius_cambridge,CAM040124,CAM040124_d.JPG,Heliconius erato ssp. lativitta,Heliconius,Heliconius erato,5d90839fe87974cde5bc804cd87b33e7
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/19N0022_d.png,damaged,19N0022_d,https://zenodo.org/record/4288311/files/19N0022_d.JPG,heliconius_cambridge,19N0022,19N0022_d.JPG,Heliconius erato ssp. lativitta,Heliconius,Heliconius erato,044ca19d0f7582071263620016a200ea
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/19N0330_d.png,damaged,19N0330_d,https://zenodo.org/record/4288311/files/19N0330_d.JPG,heliconius_cambridge,19N0330,19N0330_d.JPG,Heliconius melpomene ssp. malleti,Heliconius,Heliconius melpomene,fa80ff87d5445103757d577072188aa8
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/15N240_d.png,damaged,15N240_d,https://zenodo.org/record/4289223/files/15N240_d.JPG,heliconius_cambridge,15N240,15N240_d.JPG,Heliconius melpomene ssp. vulcanus,Heliconius,Heliconius melpomene,27661a10daa17a2589f43b6f0b27d8d2
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/19N0083_d.png,damaged,19N0083_d,https://zenodo.org/record/4288311/files/19N0083_d.JPG,heliconius_cambridge,19N0083,19N0083_d.JPG,Heliconius erato ssp. lativitta,Heliconius,Heliconius erato,121e93125299908f80f4adeeb7af60a3
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/19N0270_d.png,damaged,19N0270_d,https://zenodo.org/record/4288311/files/19N0270_d.JPG,heliconius_cambridge,19N0270,19N0270_d.JPG,Heliconius erato ssp. lativitta,Heliconius,Heliconius erato,024e8fdc0de79a19bcb9ae51fd5b9d2f
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/CAM008596_d.png,damaged,CAM008596_d,https://zenodo.org/record/2686762/files/CAM008596_d.JPG,heliconius_cambridge,CAM008596,CAM008596_d.JPG,Heliconius erato,Heliconius,Heliconius erato,e08fddb384522a25ff1a7fa201a20d57
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/19N0011_d.png,damaged,19N0011_d,https://zenodo.org/record/4288311/files/19N0011_d.JPG,heliconius_cambridge,19N0011,19N0011_d.JPG,Heliconius erato ssp. lativitta,Heliconius,Heliconius erato,8b6798770207a394fb5024431137bd35
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/CAM008614_d.png,damaged,CAM008614_d,https://zenodo.org/record/2686762/files/CAM008614_d.JPG,heliconius_cambridge,CAM008614,CAM008614_d.JPG,Heliconius erato,Heliconius,Heliconius erato,ce5f06552e918c858904ba2358170166
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/CAM020799_d.png,damaged,CAM020799_d,https://zenodo.org/record/2702457/files/CAM020799_d.jpg,heliconius_cambridge,CAM020799,CAM020799_d.jpg,Heliconius erato ssp. lativitta,Heliconius,Heliconius erato,3720983b13b9457df51e9727ce6911da
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/19N0219_d.png,damaged,19N0219_d,https://zenodo.org/record/4288311/files/19N0219_d.JPG,heliconius_cambridge,19N0219,19N0219_d.JPG,Heliconius erato ssp. lativitta,Heliconius,Heliconius erato,dd58acc505ada93a58bc0f6d36492430
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/CAM018327_d.png,damaged,CAM018327_d,https://zenodo.org/record/2702457/files/CAM018327_d.JPG,heliconius_cambridge,CAM018327,CAM018327_d.JPG,Heliconius erato ssp. notabilis x lativitta,Heliconius,Heliconius erato,7405d608c023c9e92575690e50bfe8af
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/damaged/CAM000519_d.png,damaged,CAM000519_d,https://zenodo.org/record/2682458/files/CAM000519_d.JPG,heliconius_cambridge,CAM000519,CAM000519_d.JPG,Heliconius melpomene ssp. melpomene,Heliconius,Heliconius melpomene,85b964bac79c37f6508ef6b11d8b05f2
