path,label,img_name_no_ext,source_url,source_dataset
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1062.png,body_attached,1062,https://lepdata.org/photos/animals/1062.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2414.png,body_attached,2414,https://lepdata.org/photos/animals/2414.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1803.png,body_attached,1803,https://lepdata.org/photos/animals/1803.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2391.png,body_attached,2391,https://lepdata.org/photos/animals/2391.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/854.png,body_attached,854,https://lepdata.org/photos/animals/854.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1275.png,body_attached,1275,https://lepdata.org/photos/animals/1275.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1370.png,body_attached,1370,https://lepdata.org/photos/animals/1370.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2171.png,body_attached,2171,https://lepdata.org/photos/animals/2171.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/851.png,body_attached,851,https://lepdata.org/photos/animals/851.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1879.png,body_attached,1879,https://lepdata.org/photos/animals/1879.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2325.png,body_attached,2325,https://lepdata.org/photos/animals/2325.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/733.png,body_attached,733,https://lepdata.org/photos/animals/733.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1061.png,body_attached,1061,https://lepdata.org/photos/animals/1061.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1914.png,body_attached,1914,https://lepdata.org/photos/animals/1914.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1802.png,body_attached,1802,https://lepdata.org/photos/animals/1802.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2390.png,body_attached,2390,https://lepdata.org/photos/animals/2390.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/788.png,body_attached,788,https://lepdata.org/photos/animals/788.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1274.png,body_attached,1274,https://lepdata.org/photos/animals/1274.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2075.png,body_attached,2075,https://lepdata.org/photos/animals/2075.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/616.png,body_attached,616,https://lepdata.org/photos/animals/616.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2170.png,body_attached,2170,https://lepdata.org/photos/animals/2170.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2229.png,body_attached,2229,https://lepdata.org/photos/animals/2229.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1878.png,body_attached,1878,https://lepdata.org/photos/animals/1878.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2324.png,body_attached,2324,https://lepdata.org/photos/animals/2324.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/613.png,body_attached,613,https://lepdata.org/photos/animals/613.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/782.png,body_attached,782,https://lepdata.org/photos/animals/782.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1149.png,body_attached,1149,https://lepdata.org/photos/animals/1149.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1641.png,body_attached,1641,https://lepdata.org/photos/animals/1641.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2347.png,body_attached,2347,https://lepdata.org/photos/animals/2347.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2235.png,body_attached,2235,https://lepdata.org/photos/animals/2235.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/933.png,body_attached,933,https://lepdata.org/photos/animals/933.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1309.png,body_attached,1309,https://lepdata.org/photos/animals/1309.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1457.png,body_attached,1457,https://lepdata.org/photos/animals/1457.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2353.png,body_attached,2353,https://lepdata.org/photos/animals/2353.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1220.png,body_attached,1220,https://lepdata.org/photos/animals/1220.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/653.png,body_attached,653,https://lepdata.org/photos/animals/653.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/547.png,body_attached,547,https://lepdata.org/photos/animals/547.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1148.png,body_attached,1148,https://lepdata.org/photos/animals/1148.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/544.png,body_attached,544,https://lepdata.org/photos/animals/544.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1338.png,body_attached,1338,https://lepdata.org/photos/animals/1338.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2648.png,body_attached,2648,https://lepdata.org/photos/animals/2648.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1456.png,body_attached,1456,https://lepdata.org/photos/animals/1456.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1758.png,body_attached,1758,https://lepdata.org/photos/animals/1758.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2352.png,body_attached,2352,https://lepdata.org/photos/animals/2352.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/908.png,body_attached,908,https://lepdata.org/photos/animals/908.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/905.png,body_attached,905,https://lepdata.org/photos/animals/905.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/746.png,body_attached,746,https://lepdata.org/photos/animals/746.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2660.png,body_attached,2660,https://lepdata.org/photos/animals/2660.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1544.png,body_attached,1544,https://lepdata.org/photos/animals/1544.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1360.png,body_attached,1360,https://lepdata.org/photos/animals/1360.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/516.png,body_attached,516,https://lepdata.org/photos/animals/516.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2315.png,body_attached,2315,https://lepdata.org/photos/animals/2315.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1757.png,body_attached,1757,https://lepdata.org/photos/animals/1757.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2203.png,body_attached,2203,https://lepdata.org/photos/animals/2203.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2351.png,body_attached,2351,https://lepdata.org/photos/animals/2351.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/732.png,body_attached,732,https://lepdata.org/photos/animals/732.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1028.png,body_attached,1028,https://lepdata.org/photos/animals/1028.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1123.png,body_attached,1123,https://lepdata.org/photos/animals/1123.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1478.png,body_attached,1478,https://lepdata.org/photos/animals/1478.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2279.png,body_attached,2279,https://lepdata.org/photos/animals/2279.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1520.png,body_attached,1520,https://lepdata.org/photos/animals/1520.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1543.png,body_attached,1543,https://lepdata.org/photos/animals/1543.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1484.png,body_attached,1484,https://lepdata.org/photos/animals/1484.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/721.png,body_attached,721,https://lepdata.org/photos/animals/721.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2409.png,body_attached,2409,https://lepdata.org/photos/animals/2409.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1122.png,body_attached,1122,https://lepdata.org/photos/animals/1122.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1477.png,body_attached,1477,https://lepdata.org/photos/animals/1477.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/557.png,body_attached,557,https://lepdata.org/photos/animals/557.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1779.png,body_attached,1779,https://lepdata.org/photos/animals/1779.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1821.png,body_attached,1821,https://lepdata.org/photos/animals/1821.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1483.png,body_attached,1483,https://lepdata.org/photos/animals/1483.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1115.png,body_attached,1115,https://lepdata.org/photos/animals/1115.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2533.png,body_attached,2533,https://lepdata.org/photos/animals/2533.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1210.png,body_attached,1210,https://lepdata.org/photos/animals/1210.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1696.png,body_attached,1696,https://lepdata.org/photos/animals/1696.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2651.png,body_attached,2651,https://lepdata.org/photos/animals/2651.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1476.png,body_attached,1476,https://lepdata.org/photos/animals/1476.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1873.png,body_attached,1873,https://lepdata.org/photos/animals/1873.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1820.png,body_attached,1820,https://lepdata.org/photos/animals/1820.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2562.png,body_attached,2562,https://lepdata.org/photos/animals/2562.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/526.png,body_attached,526,https://lepdata.org/photos/animals/526.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/904.png,body_attached,904,https://lepdata.org/photos/animals/904.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1357.png,body_attached,1357,https://lepdata.org/photos/animals/1357.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/742.png,body_attached,742,https://lepdata.org/photos/animals/742.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1701.png,body_attached,1701,https://lepdata.org/photos/animals/1701.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1695.png,body_attached,1695,https://lepdata.org/photos/animals/1695.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2502.png,body_attached,2502,https://lepdata.org/photos/animals/2502.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1422.png,body_attached,1422,https://lepdata.org/photos/animals/1422.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/518.png,body_attached,518,https://lepdata.org/photos/animals/518.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2276.png,body_attached,2276,https://lepdata.org/photos/animals/2276.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2371.png,body_attached,2371,https://lepdata.org/photos/animals/2371.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/515.png,body_attached,515,https://lepdata.org/photos/animals/515.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2561.png,body_attached,2561,https://lepdata.org/photos/animals/2561.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1238.png,body_attached,1238,https://lepdata.org/photos/animals/1238.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2311.png,body_attached,2311,https://lepdata.org/photos/animals/2311.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2501.png,body_attached,2501,https://lepdata.org/photos/animals/2501.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1024.png,body_attached,1024,https://lepdata.org/photos/animals/1024.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1326.png,body_attached,1326,https://lepdata.org/photos/animals/1326.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1421.png,body_attached,1421,https://lepdata.org/photos/animals/1421.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2275.png,body_attached,2275,https://lepdata.org/photos/animals/2275.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2560.png,body_attached,2560,https://lepdata.org/photos/animals/2560.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/769.png,body_attached,769,https://lepdata.org/photos/animals/769.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1598.png,body_attached,1598,https://lepdata.org/photos/animals/1598.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2399.png,body_attached,2399,https://lepdata.org/photos/animals/2399.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2500.png,body_attached,2500,https://lepdata.org/photos/animals/2500.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1023.png,body_attached,1023,https://lepdata.org/photos/animals/1023.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1325.png,body_attached,1325,https://lepdata.org/photos/animals/1325.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1420.png,body_attached,1420,https://lepdata.org/photos/animals/1420.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1141.png,body_attached,1141,https://lepdata.org/photos/animals/1141.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/755.png,body_attached,755,https://lepdata.org/photos/animals/755.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/977.png,body_attached,977,https://lepdata.org/photos/animals/977.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2280.png,body_attached,2280,https://lepdata.org/photos/animals/2280.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1781.png,body_attached,1781,https://lepdata.org/photos/animals/1781.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2487.png,body_attached,2487,https://lepdata.org/photos/animals/2487.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2398.png,body_attached,2398,https://lepdata.org/photos/animals/2398.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/525.png,body_attached,525,https://lepdata.org/photos/animals/525.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/850.png,body_attached,850,https://lepdata.org/photos/animals/850.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2066.png,body_attached,2066,https://lepdata.org/photos/animals/2066.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1869.png,body_attached,1869,https://lepdata.org/photos/animals/1869.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1140.png,body_attached,1140,https://lepdata.org/photos/animals/1140.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/741.png,body_attached,741,https://lepdata.org/photos/animals/741.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1495.png,body_attached,1495,https://lepdata.org/photos/animals/1495.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1442.png,body_attached,1442,https://lepdata.org/photos/animals/1442.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/626.png,body_attached,626,https://lepdata.org/photos/animals/626.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1780.png,body_attached,1780,https://lepdata.org/photos/animals/1780.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1934.png,body_attached,1934,https://lepdata.org/photos/animals/1934.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/517.png,body_attached,517,https://lepdata.org/photos/animals/517.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2118.png,body_attached,2118,https://lepdata.org/photos/animals/2118.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/683.png,body_attached,683,https://lepdata.org/photos/animals/683.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2515.png,body_attached,2515,https://lepdata.org/photos/animals/2515.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2095.png,body_attached,2095,https://lepdata.org/photos/animals/2095.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1809.png,body_attached,1809,https://lepdata.org/photos/animals/1809.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2492.png,body_attached,2492,https://lepdata.org/photos/animals/2492.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1021.png,body_attached,1021,https://lepdata.org/photos/animals/1021.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/1471.png,body_attached,1471,https://lepdata.org/photos/animals/1471.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2272.png,body_attached,2272,https://lepdata.org/photos/animals/2272.jpg,monteiro
/fs/ess/PAS2136/Butterfly/annotated_cvat_segmentation_data/images_256_256_corrected_orientations/body_attached/2065.png,body_attached,2065,https://lepdata.org/photos/animals/2065.jpg,monteiro
